StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ID,Gender,Task t1,Task t2,Task e1,Task e2,Task Ratings_1,Task Ratings_2,Task Sentiment,block2progress,random
2024-01-31 15:47:57,2024-01-31 15:50:13,0,100,136,1,2024-01-31 15:50:14,R_3DBVh4tOYgqCDJA,anonymous,EN,016350100,2,65.27,29.29,2,0,5,2,"My mind couldn't switch from letters to numbers fast enough. ",,1
2024-01-31 15:48:25,2024-01-31 15:50:31,0,100,125,1,2024-01-31 15:50:31,R_3tiDoAfmlW8OGwF,anonymous,EN,014362699,2,81.88,39.96,0,0,4,2,You had to focus hard on two different tasks and try to make no errors and switch off really quickly,,1
2024-01-31 15:49:10,2024-01-31 15:51:15,0,100,124,1,2024-01-31 15:51:15,R_7V4S54AwZTc8F7P,anonymous,EN,016498677,3,63,25,0,0,3,2,This is because my attention is distracted between the two task of writing the letter and number,,1
2024-01-31 15:21:11,2024-01-31 15:51:45,0,100,1834,1,2024-01-31 15:51:46,R_3ig23ZeGsVCCxYr,anonymous,EN,015838251,1,60,26,1,0,4,2,"When doing task one, I was talking in my head as I was writing, and numbers would pop in instead of the letter I needed.",,2
2024-01-31 15:50:50,2024-01-31 15:53:14,0,100,143,1,2024-01-31 15:53:14,R_1koDxoXKMwJzk1H,anonymous,EN,016048032,1,106,36,1,0,5,1,unable to focus on one thing at a time and i had to move my hand more,,2
2024-01-31 15:49:11,2024-01-31 15:53:49,0,100,278,1,2024-01-31 15:53:50,R_1LTmmnY2XCPnB9u,anonymous,EN,015530151,1,70,25,0,0,3,2,The second task was much easier than the second one because it required less concentration then doing numbers and letters at the same time.,,1
2024-01-31 15:48:52,2024-01-31 15:54:07,0,100,315,1,2024-01-31 15:54:08,R_1FzyY38pboOkiLn,anonymous,EN,009734985,1,75.43,32.09,4,0,4,2,"Task 1 seemed more difficult as my workflow was constantly being interrupted. ",,1
2024-01-31 15:48:04,2024-01-31 15:55:35,0,100,451,1,2024-01-31 15:55:35,R_1nIcUevjUzDdLxA,anonymous,EN,015502318,1,83,37,0,0,4,2,"For Task 1 it felt very uncomfortable to get use to. The motions of jumping back and forth between letters and numbers makes me think about the alphabet (A-1, B-2, C-3, etc). I wanted to assign the letter to the appropriate number. For Task 2 it was much more easier. Writing out the entire phrase was less of a hassle. With the numbers it was breeze to go through since it was a standard numerical pattern.  ",,2
2024-01-31 15:52:03,2024-01-31 15:57:42,0,100,338,1,2024-01-31 15:57:43,R_3uTlx8Wv3ss2WK5,anonymous,EN,017320030,1,71.28,31.16,2,0,4,1,Because task 1 required more shift between letter and number concept to write,,1
2024-01-31 15:48:24,2024-01-31 16:08:31,0,100,1207,1,2024-01-31 16:08:32,R_1f0Alrk2lbEUtf5,anonymous,EN,015114541,1,65,38,0,0,4,5,"Task 2 felt more difficult than Task 1 even though it should have been easier with the reason being that the brain is still switching from first task to the second task. ",,2
2024-02-16 20:56:45,2024-02-16 20:57:01,0,100,15,1,2024-02-16 20:57:01,R_5OctBZs3QpsRtEf,anonymous,EN,,,,,,,,,,,2
2024-02-16 20:57:10,2024-02-16 20:57:32,0,75,22,0,2024-02-23 20:57:33,R_1mKPCwlBRJZu2gS,anonymous,EN,,,,,,,,,,,
2024-09-05 18:00:11,2024-09-05 18:48:50,0,100,2919,1,2024-09-05 18:48:51,R_3jHxo2VxDwCNVEo,anonymous,EN,014150760,2,94,37,0,0,4,1,"For task 1, brain had to switch from spelling and letters to numbers, so I was keeping track of counting and spelling the sentence correctly.",,2
2024-09-05 18:48:13,2024-09-05 18:50:30,0,100,137,1,2024-09-05 18:50:30,R_6m1wSpnxnyXRcKu,anonymous,EN,013689598,1,57.21,34.67,1,1,3,1,,,1
2024-09-05 18:49:57,2024-09-05 18:53:37,0,100,219,1,2024-09-05 18:53:37,R_5K105YOFExynUXs,anonymous,EN,018156671,1,47.58,30.36,0,0,2,1,TASK ONE TOOK MORE TIME AS THE BRAIN HAD TO FUNCTION SIMULTANEOUSLY WITH NUMBERS AND LETTERS,,2
2024-09-05 18:50:35,2024-09-05 18:53:37,0,100,182,1,2024-09-05 18:53:38,R_1QFQlQLEK4ON8kj,anonymous,EN,jcruzrojas@cpp.edu,1,62,32,0,0,4,1,"because you have ti switch between letter and numbers, and be accurate with the right number for each letter. ",,2
2024-09-05 18:50:30,2024-09-05 18:53:55,0,100,205,1,2024-09-05 18:53:56,R_1WYz1FihagHlSIj,anonymous,EN,bbvosough@cpp.com,2,71,33,2,0,3,1,Because I needed to focus on 2 things at the same time. I am not a multitasking person :),,2
2024-09-05 18:50:33,2024-09-05 18:53:56,0,100,203,1,2024-09-05 18:53:56,R_3Qc4hK5xwsUAHbe,anonymous,EN,017364061,1,51.48,28.66,0,0,2,1,"Because I was multitasking in the 1st task, that's why I took more time. ",,2
2024-09-05 18:50:29,2024-09-05 18:54:07,0,100,218,1,2024-09-05 18:54:08,R_5qE1I0u11iXn29T,anonymous,EN,017328532,1,62,33,0,1,2,1,"Going back and reading the word to transcribe is a additional process for my brain, same was with incrementing the numbers. But after a certain time, my brain did it automatically. So, having a random characters would've helped with the accuracy of the data.",,2
2024-09-05 18:52:48,2024-09-05 18:54:32,0,100,104,1,2024-09-05 18:54:33,R_70vCQgGxWSAYTbP,anonymous,EN,016592303,1,1.08,39,2,0,4,3,"because of time,  time makes it difficult",,1
2024-09-05 18:52:02,2024-09-05 18:54:54,0,100,172,1,2024-09-05 18:54:55,R_1OSTRH9MRAxzUJR,anonymous,EN,018169684,1,53.48,29.47,0,0,2,1,,,1
2024-09-05 18:51:26,2024-09-05 18:55:00,0,100,214,1,2024-09-05 18:55:01,R_3PvpCsozCN9RiSs,anonymous,EN,016592056,1,72,33,1,0,1,1,"It seems kind of same because we are used to it ",,2
2024-09-05 18:51:37,2024-09-05 18:55:04,0,100,207,1,2024-09-05 18:55:04,R_7CeyzzWbzy35KYW,anonymous,EN,018151393,2,64.10,37.12,0,0,4,1,"It seemed a little difficult to me as i had to switch between the alphabets and number. ",,1
2024-09-05 18:51:58,2024-09-05 18:56:01,0,100,243,1,2024-09-05 18:56:02,R_6vekiEEIvsJyzr0,anonymous,EN,017324983,1,69.20,36.00,1,1,4,1,It was hard to keep track of the words and numbers at the same time. Easier to just write sentences because you would normally process words in your head and not individual letters.,,2
2024-09-05 18:54:54,2024-09-05 18:56:59,0,100,124,1,2024-09-05 18:56:59,R_6wLXDdqw1oILZU2,anonymous,EN,002258711,1,92,49,0,0,1,1,,,2
2024-09-05 18:52:41,2024-09-05 18:57:27,0,100,285,1,2024-09-05 18:57:27,R_6qZEyHhChzAho1q,anonymous,EN,018165927,1,66,35,0,0,2,1,"Because i have to right first letters and then number  in the first task and in the second task i can right easily letter and number one by one ",,1
2024-09-05 18:55:45,2024-09-05 18:57:31,0,100,106,1,2024-09-05 18:57:32,R_70qlBxw3nFDivXD,anonymous,EN,018167552,1,71,39,0,0,1,1,"Doing it the second time was far more easier ",,1
2024-09-05 18:57:21,2024-09-05 18:59:05,0,100,103,1,2024-09-05 18:59:06,R_1fZNCkl7lEJxCgL,anonymous,EN,014296620,1,52,31,0,0,1,1,Entering each letter and corresponding number required more mental effort to complete the task.,,2
2024-09-05 18:56:39,2024-09-05 18:59:26,0,100,166,1,2024-09-05 18:59:26,R_3M5iZ10JZiXsZKi,anonymous,EN,017324476,1,119,57,1,0,4,1,,,1
2024-09-05 18:57:45,2024-09-05 18:59:50,0,100,124,1,2024-09-05 18:59:50,R_7eRWLetDUMJnf14,anonymous,EN,013493428,1,116,29,0,0,1,1,"One felt as if I had to avoid making a mistake, being the first time.",,2
2024-09-05 19:00:13,2024-09-05 19:00:44,0,100,30,1,2024-09-05 19:00:44,R_1CpIJIPvzG4huzy,anonymous,EN,,1,,,,,,,,,1
2024-10-10 20:15:15,2024-10-10 20:16:51,0,25,95,0,2024-10-17 20:16:56,R_3mFe9AyjEMsS8hQ,anonymous,EN,018167552,1,,,,,,,,,
2025-01-29 15:20:58,2025-01-29 15:38:49,0,100,1071,1,2025-01-29 15:38:50,R_6PvE6K1I9EtTd1M,anonymous,EN,017361682,1,60,35,1,0,4,1,"For the first task, I had to take some times to mentally grasp the process so I started off slow. Around the middle of the first word I started to pick up the pace and it became easier. ",,1
2025-01-29 15:21:12,2025-01-29 15:39:23,0,100,1090,1,2025-01-29 15:39:23,R_3YwRySMZIDgltDj,anonymous,EN,017331080,1,53,26,0,0,4,1,Had to switcht and ho back and forth between the two tasks,,1
2025-01-29 15:39:23,2025-01-29 15:40:21,0,100,57,1,2025-01-29 15:40:21,R_1fYcyQpFYlcbqwx,anonymous,EN,015284204,1,55.03,31,1,0,4,2,Task 1,,1
2025-01-29 15:37:47,2025-01-29 15:40:52,0,100,184,1,2025-01-29 15:40:52,R_1IUtoRlGR3G3zj3,anonymous,EN,016795922,1,72,37,0,0,4,1,Every time I switched between letters and numbers I had to reprocess where I was at.,,2
2025-01-29 15:31:41,2025-01-29 15:41:06,0,100,564,1,2025-01-29 15:41:06,R_7KD4ySuAYF8hBGM,anonymous,EN,015611882,2,58,24,0,0,5,1,"spilt focus, split attention, broke focus ",,2
2025-01-29 15:29:56,2025-01-29 15:42:08,0,100,731,1,2025-01-29 15:42:08,R_1CNr67nNVM56Ctj,anonymous,EN,015341066,2,58,29,2,0,3,1,"Split focus on my spelling for the first task ",,1
2025-01-29 15:39:49,2025-01-29 15:43:13,0,100,203,1,2025-01-29 15:43:14,R_7oheqFdOzTt3kww,anonymous,EN,015646176,2,45,24,0,0,4,1,"My motor skills want to automatically finish writing the rest of the word I'm currently working on writing, instead of switching to letters. It feels more like I'm going against a habit rather than unable to do both tasks properly, because eventually I got into a groove. It was hard to remember my statement with the first task. ",,1
2025-01-29 15:27:13,2025-01-29 15:43:27,0,100,974,1,2025-01-29 15:43:28,R_1SrzeOzbYILe69H,anonymous,EN,014487161,1,61.67,30.66,0,0,4,1,The first task was more difficult than the second task because it had me struggling to figure out what I was doing. I juggled with ensuring I was writing the correct number while also making sure I was typing the right words in the right order.,,2
2025-01-29 15:26:13,2025-01-29 15:43:39,0,100,1045,1,2025-01-29 15:43:40,R_1YD25Vv9LCTEte9,anonymous,EN,015851823,2,66.63,38.64,0,0,4,1,It was confusing to switch from letters to numbers.,,2
2025-01-29 15:39:34,2025-01-29 15:44:36,0,100,302,1,2025-01-29 15:44:36,R_7B9x9NOpq7zDloo,anonymous,EN,017116268,2,87,32,4,0,4,2,"Task one was more difficult because I'm use to writing out a whole word at a time rather than a letter at a time.  ",,2
2025-01-29 15:35:28,2025-01-29 15:44:42,0,100,554,1,2025-01-29 15:44:43,R_5MY7scyTZHaPyay,anonymous,EN,013869492,2,58,37,1,0,5,3,while i was writing the letters i was writing too small and did not put enough space between each character. as a result i could not tell which letter corresponded with a number and lost track of the last number i wrote,,1
2025-01-29 15:31:34,2025-01-29 15:45:05,0,100,810,1,2025-01-29 15:45:05,R_5HGIQejCElX7PLl,anonymous,EN,017015986,2,65,30,3,0,4,1,"The first task felt more difficult because I had to keep switching between tasks. I noticed that as I was switching between tasks I was also making mistakes. While the second task was a lot easier because I could focus on one thing at a time. ",,2
2025-01-29 15:42:48,2025-01-29 15:45:09,0,100,140,1,2025-01-29 15:45:09,R_7wQKgWea1u22zuN,anonymous,EN,016887520,2,55.32,36.71,0,0,4,2,"Even though I was just copying & counting, task 1 required more effort.",,1
2025-01-29 15:43:24,2025-01-29 15:46:11,0,100,167,1,2025-01-29 15:46:12,R_50q1LXiuxY5sN9G,anonymous,EN,017180319,1,72,40,1,0,3,1,Task one felt more difficult since you had to switch from doing one constant thing to 2 consecutively and there was more time within spacing of characters.,,1
2025-01-29 15:42:43,2025-01-29 15:46:29,0,100,226,1,2025-01-29 15:46:30,R_1k1D1zN9hbWDF3T,anonymous,EN,016728439,1,42.69,24.03,0,0,4,2,Task one felt a lot more difficult to complete because I'd never written like this before. So it took a few seconds to get used to performing this task before I got used to it.,,1
2025-01-29 12:24:06,2025-01-29 15:46:59,0,100,12172,1,2025-01-29 15:46:59,R_31WpQCCiqhlZmH7,anonymous,EN,017063332,1,47.23,22.70,0,0,4,1,"Task 1 seemed more difficult because we had to write letters and numbers at the same time which both are two completely different characters. ",,2
2025-01-29 15:27:33,2025-01-29 15:47:17,0,100,1184,1,2025-01-29 15:47:18,R_1Xwz51SLWtik5nb,anonymous,EN,017207008,1,59.67,28.67,1,0,4,1,It is easier doing the tasks one at a time then it is to switch between the two tasks.,,2
2025-01-29 15:31:22,2025-01-29 15:47:32,0,100,969,1,2025-01-29 15:47:32,R_7VwHrGqLdixGEWL,anonymous,EN,014825343,2,52.97,33.34,0,0,4,3,it was difficult for task 1 due to ensuring the spelling was correct when switching back,,2
2025-01-29 15:34:00,2025-01-29 15:48:08,0,100,848,1,2025-01-29 15:48:08,R_3izkdtYv739HwF0,anonymous,EN,017039542,1,40.06,23.3,0,0,4,2,"Task one was more difficult than the second task as we had to switch between the letters and numbers which made me lose focus on what letter I was on. ",,1
2025-01-29 12:42:51,2025-01-29 15:48:20,0,100,11128,1,2025-01-29 15:48:20,R_1OTdWbE4rFLf3H3,anonymous,EN,012927434,1,57,30,1,0,3,1,Task 1 was more difficult because it required two consecutive tasks and task 2 was more easier because it does one at a time.,,1
2025-01-29 15:46:54,2025-01-29 15:48:29,0,100,95,1,2025-01-29 15:48:30,R_7oKPREb5EmdaOLD,anonymous,EN,016304275,1,55.85,28.34,1,0,4,1,it's hard to maintain neatness and perfect spelling while also writing in numbers,,1
2025-01-29 15:46:24,2025-01-29 15:49:07,0,100,163,1,2025-01-29 15:49:08,R_3PvhEM0FabCZsxb,anonymous,EN,014701999,1,49.7,26.1,1,0,4,2,"Task 1 was more difficult because I had to keep track of which letter was next while also writing down the following number. ",,2
2025-01-29 15:48:25,2025-01-29 15:50:04,0,100,99,1,2025-01-29 15:50:04,R_707e9xKP3MxXG5f,anonymous,EN,016157557,1,63,34,1,0,3,1,Task 1 felt more difficult than the other due to task switching.,,2
2025-01-29 15:48:06,2025-01-29 15:50:14,0,100,128,1,2025-01-29 15:50:15,R_3ppstwPjKUud601,anonymous,EN,015800512,1,77,79,1,0,3,2,Harder than expected but not to bad,,1
2025-01-29 15:47:53,2025-01-29 15:51:18,0,100,204,1,2025-01-29 15:51:18,R_7ePh3SvCc2WQ60O,anonymous,EN,rijusaha,,66,35,1,0,4,1,I did not have to remember the last thing I wrote every time I switched during the second one,,2
2025-01-29 15:27:25,2025-01-29 15:51:43,0,100,1458,1,2025-01-29 15:51:44,R_3H7ZM5D6mAXLSIo,anonymous,EN,017088526,1,85.25,35.76,0,0,4,2,"Task 1 was a more focused on multitasking, while task 2 was more of a serial task. With task one being harder to focus on switching between letters and numbers. Along with task 2 able to focus on one task and complete it quicker.",,1
2025-01-29 15:44:34,2025-01-29 15:53:04,0,100,510,1,2025-01-29 15:53:05,R_1M0hQgHwQTgd1as,anonymous,EN,018008302,1,79,46,0,0,5,2,"I felt like task 1 was more difficult than task 2, because I believe as writing along with each letter for each of the words and writing each number down can make writing difficult to intertwine. Compared with task 2 by simply writing down the sentence and writing the number. ",,2
2025-01-29 17:01:46,2025-01-29 17:04:36,0,100,170,1,2025-01-29 17:04:37,R_3dbMiiOWt3x1y91,anonymous,EN,015770742,1,99.60,44.96,1,0,4,1,Switching from one objective to another repetitively became an annoying task that easily took away efficiency and effectiveness dedicated to either task on their own.,,1
2025-02-05 15:33:22,2025-02-05 15:33:57,0,100,34,1,2025-02-05 15:33:58,R_5aWBSAtc0myVKd8,anonymous,EN,015646176,2,98,99,0,0,3,3,,,2
2025-02-05 15:40:26,2025-02-05 15:41:18,0,100,52,1,2025-02-05 15:41:19,R_3OakweyzCtyr8MF,anonymous,EN,016995238,2,41,23,0,0,4,1,Had to switch between numbers and letters.,,2
2025-02-05 15:39:48,2025-02-05 15:41:43,0,100,115,1,2025-02-05 15:41:44,R_6CZyRJWdvcrypIB,anonymous,EN,015575716,1,45,20.79,0,0,4,1,Task 1 required more thinking and carefulness while task 2 was easy and straightforward.,,2
2025-02-05 15:41:18,2025-02-05 15:43:34,0,100,136,1,2025-02-05 15:43:35,R_1D2DaVUBMPqc2LD,anonymous,EN,013360451,2,58.18,29.76,0,1,4,2,"The first task made it difficult to decipher what was the next step in the process. While task two was almost second hand nature. ",,2
2025-02-05 15:40:00,2025-02-05 15:43:49,0,100,228,1,2025-02-05 15:43:49,R_7lAIem4PLuIulsB,anonymous,EN,014176721,1,67,31,0,0,4,1,Task 1 required switching focus between writing the letters and numbers,,2
2025-02-05 15:51:23,2025-02-05 16:14:58,0,75,1414,0,2025-02-12 16:15:04,R_7k3LYbyheqEDcqd,anonymous,EN,12,1,,,,,,,,,
2025-02-11 10:16:19,2025-02-19 16:18:09,0,100,712910,1,2025-02-19 16:18:09,R_3dG5EVo17J0XUc6,anonymous,EN,,,,,,,,,,,2
2025-02-26 08:12:44,2025-02-26 08:13:17,0,25,32,0,2025-03-05 08:13:24,R_7OnwoeD6D4DClUJ,anonymous,EN,016743415,1,,,,,,,,,
2025-10-11 20:44:24,2025-10-12 08:52:42,0,25,43697,0,2025-10-19 08:52:45,R_1n8gH26MgEJ36PT,anonymous,EN,,1,,,,,,,,,
2026-01-28 15:44:55,2026-01-28 15:54:22,0,100,567,1,2026-01-28 15:54:22,R_7zmWiuJz5eqGdNL,anonymous,EN,016216512,1,66,31,0,0,4,1,Switching between where you are at in the phrase and where you at in the numbers,,1
2026-01-28 15:46:08,2026-01-28 16:00:08,0,100,840,1,2026-01-28 16:00:09,R_7rO9zzsQAzoeLPY,anonymous,EN,017397627,1,40.23,32.1,9,1,4,2,Dirsruptive to the flow of writing,,1
2026-01-28 15:43:53,2026-01-28 16:01:11,0,100,1038,1,2026-01-28 16:01:11,R_3EseGEDm8daYHxM,anonymous,EN,018365113,2,69,29,1,0,5,2,"Task 1 felt more difficult because it had me shifting my focus from letters and numbers, alongside writing in a different location. It interrupted my groove.",,2
2026-01-28 15:59:26,2026-01-28 16:01:58,0,100,152,1,2026-01-28 16:01:59,R_5V7LL84nevXqH9w,anonymous,EN,017816409,1,66,33,0,0,4,2,The first task was more difficult because each time you wrote one letter you had to write one number while the second task you just write out the whole sentence and then write out the numbers.,,1
2026-01-28 15:43:39,2026-01-28 16:02:25,0,100,1125,1,2026-01-28 16:02:25,R_6n1nhKQ0y7eUKYP,anonymous,EN,016763136,1,71,26,0,0,4,2,Task 1 felt more difficult because switching from letters to numbers caused me to slow down,,1
2026-01-28 15:44:14,2026-01-28 16:02:28,0,100,1093,1,2026-01-28 16:02:28,R_3SoDgNfcMnkjHBD,anonymous,EN,017929548,2,89,34,1,0,4,1,"Task 1 felt more difficult than Task 2 because I had to keep remembering which letter came next in the phrase ""Multitasking is worse than a lie"" each time I came back to writing a letter. ",,2
2026-01-28 16:02:18,2026-01-28 16:03:32,0,100,74,1,2026-01-28 16:03:32,R_64T2ag9jW2yQxbz,anonymous,EN,mabasily,2,66.84,29.83,0,0,2,1,sometimes i forgot the following letter while i write the number,,2
2026-01-28 16:01:40,2026-01-28 16:03:33,0,100,112,1,2026-01-28 16:03:34,R_3R7n4pNXuJjeIs7,anonymous,EN,016155282,2,56.48,23.60,0,0,3,1,"Task 1 was a bit more tedious compared to task 2 cause there was double the steps. Moving my hand up and down to get to each row took more time than writing. ",,1
2026-01-28 15:43:53,2026-01-28 16:03:38,0,100,1185,1,2026-01-28 16:03:39,R_1uUnfonCsyVGdC5,anonymous,EN,017335123,1,45.43,26.57,0,0,4,2,In the first task we had to alternate which made it more difficult to focus on finishing either the letters or numbers and the second was easier because there was no alternating.,,1
2026-01-28 15:44:03,2026-01-28 16:04:14,0,100,1211,1,2026-01-28 16:04:15,R_3aOyneQfw7BnNhG,anonymous,EN,018907876,2,55.75,27.2,0,0,4,1,"The first task felt harder because I had to keep track of which letter and number I was on, while for the second task I didn’t have to think about what I was writing as much.",,2
2026-01-28 15:44:06,2026-01-28 16:04:48,0,100,1241,1,2026-01-28 16:04:48,R_7XpbPT6C0RJ0AV0,anonymous,EN,016682913,1,67.15,41.2,4,2,4,3,"The first task was more difficult because I had to go back and fourth between letters and numbers so I would lose some focus ",,2
